sample_date,datetime,station_code,latitude,longitude,event_id,lab_comments,wy,tide,microcystis,secchi,water_temp,conductivity,specific_conductance,do,ph,turbidity,flag_pqc,comment_pqc,chlorophyll,pheophytin,diss_ammonia_sign,diss_ammonia,diss_calcium,diss_chloride,diss_nitrate_nitrite_sign,diss_nitrate_nitrite,doc,toc,don,diss_orthophos_sign,diss_orthophos,tot_phos,diss_silica,tds,tss,vss,tkn
2/16/1999,2/16/1999 10:00,SHR,NA,NA,SHR_1999-02-16 10:00:00,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/17/1999,2/17/1999 9:37,SHR,NA,NA,SHR_1999-02-17 09:37:00,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/1999,2/24/1999 8:23,SHR,NA,NA,SHR_1999-02-24 08:23:00,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/1999,2/25/1999 7:45,SHR,NA,NA,SHR_1999-02-25 07:45:00,NA,NA,NA,NA,NA,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/2/1999,3/2/1999 8:05,SHR,NA,NA,SHR_1999-03-02 08:05:00,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/1999,3/4/1999 7:40,SHR,NA,NA,SHR_1999-03-04 07:40:00,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/1999,3/9/1999 7:45,SHR,NA,NA,SHR_1999-03-09 07:45:00,NA,NA,NA,NA,0.47,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/1999,3/11/1999 7:45,SHR,NA,NA,SHR_1999-03-11 07:45:00,NA,NA,NA,NA,0.5,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/1999,3/16/1999 7:56,SHR,NA,NA,SHR_1999-03-16 07:56:00,NA,NA,NA,NA,0.56,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/1999,3/18/1999 7:35,SHR,NA,NA,SHR_1999-03-18 07:35:00,NA,NA,NA,NA,0.42,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/1999,3/24/1999 7:44,SHR,NA,NA,SHR_1999-03-24 07:44:00,NA,NA,NA,NA,0.5,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/1999,3/25/1999 7:56,SHR,NA,NA,SHR_1999-03-25 07:56:00,NA,NA,NA,NA,0.38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/1999,3/31/1999 7:55,SHR,NA,NA,SHR_1999-03-31 07:55:00,NA,NA,NA,NA,0.26,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/1999,4/1/1999 7:49,SHR,NA,NA,SHR_1999-04-01 07:49:00,NA,NA,NA,NA,0.3,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/1999,4/6/1999 7:52,SHR,NA,NA,SHR_1999-04-06 07:52:00,NA,NA,NA,NA,0.41,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/1999,4/8/1999 8:00,SHR,NA,NA,SHR_1999-04-08 08:00:00,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/1999,4/14/1999 7:45,SHR,NA,NA,SHR_1999-04-14 07:45:00,NA,NA,NA,NA,0.22,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/1999,4/27/1999 7:48,SHR,NA,NA,SHR_1999-04-27 07:48:00,NA,NA,NA,NA,0.53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/1999,5/12/1999 8:26,SHR,NA,NA,SHR_1999-05-12 08:26:00,NA,NA,NA,NA,0.58,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/1999,6/7/1999 9:52,SHR,NA,NA,SHR_1999-06-07 09:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/2000,2/10/2000 11:00,SHR,NA,NA,SHR_2000-02-10 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/15/2000,2/15/2000 9:15,SHR,NA,NA,SHR_2000-02-15 09:15:00,NA,NA,NA,NA,0.16,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/29/2000,2/29/2000 9:58,SHR,NA,NA,SHR_2000-02-29 09:58:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/2000,3/8/2000 9:55,SHR,NA,NA,SHR_2000-03-08 09:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2000,3/16/2000 10:51,SHR,NA,NA,SHR_2000-03-16 10:51:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2000,3/20/2000 10:52,SHR,NA,NA,SHR_2000-03-20 10:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/2001,1/30/2001 13:20,SHR,NA,NA,SHR_2001-01-30 13:20:00,NA,NA,NA,NA,0.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/2001,2/1/2001 10:56,SHR,NA,NA,SHR_2001-02-01 10:56:00,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/2001,2/8/2001 14:06,SHR,NA,NA,SHR_2001-02-08 14:06:00,NA,NA,NA,NA,0.55,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/16/2001,2/16/2001 13:56,SHR,NA,NA,SHR_2001-02-16 13:56:00,NA,NA,NA,NA,0.32,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2001,2/22/2001 14:40,SHR,NA,NA,SHR_2001-02-22 14:40:00,NA,NA,NA,NA,0.31,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2001,2/28/2001 16:54,SHR,NA,NA,SHR_2001-02-28 16:54:00,NA,NA,NA,NA,0.13,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2001,3/7/2001 16:02,SHR,NA,NA,SHR_2001-03-07 16:02:00,NA,NA,NA,NA,0.04,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2001,3/15/2001 13:40,SHR,NA,NA,SHR_2001-03-15 13:40:00,NA,NA,NA,NA,0.33,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2001,3/16/2001 12:51,SHR,NA,NA,SHR_2001-03-16 12:51:00,NA,NA,NA,NA,0.32,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2001,3/19/2001 13:51,SHR,NA,NA,SHR_2001-03-19 13:51:00,NA,NA,NA,NA,0.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2001,3/28/2001 12:18,SHR,NA,NA,SHR_2001-03-28 12:18:00,NA,NA,NA,NA,0.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/2001,4/4/2001 14:20,SHR,NA,NA,SHR_2001-04-04 14:20:00,NA,NA,NA,NA,0.7,16.7,NA,NA,NA,NA,NA,3,WTEMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2001,4/6/2001 13:58,SHR,NA,NA,SHR_2001-04-06 13:58:00,NA,NA,NA,NA,0.75,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/13/2001,4/13/2001 11:12,SHR,NA,NA,SHR_2001-04-13 11:12:00,NA,NA,NA,NA,0.75,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/2001,4/20/2001 11:45,SHR,NA,NA,SHR_2001-04-20 11:45:00,NA,NA,NA,NA,0.6,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/2001,4/24/2001 10:45,SHR,NA,NA,SHR_2001-04-24 10:45:00,NA,NA,NA,NA,0.45,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/2001,5/3/2001 13:48,SHR,NA,NA,SHR_2001-05-03 13:48:00,NA,NA,NA,NA,0.55,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2001,5/10/2001 9:20,SHR,NA,NA,SHR_2001-05-10 09:20:00,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/2001,5/17/2001 11:54,SHR,NA,NA,SHR_2001-05-17 11:54:00,NA,NA,NA,NA,0.5,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2001,5/24/2001 12:20,SHR,NA,NA,SHR_2001-05-24 12:20:00,NA,NA,NA,NA,0.45,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2001,6/11/2001 9:10,SHR,NA,NA,SHR_2001-06-11 09:10:00,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/2001,6/13/2001 10:55,SHR,NA,NA,SHR_2001-06-13 10:55:00,NA,NA,NA,NA,0.5,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2001,6/29/2001 11:53,SHR,NA,NA,SHR_2001-06-29 11:53:00,NA,NA,NA,NA,0.4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/2/2002,1/2/2002 12:05,SHR,NA,NA,SHR_2002-01-02 12:05:00,NA,NA,NA,NA,0.14,13.1,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2002,1/8/2002 11:00,SHR,NA,NA,SHR_2002-01-08 11:00:00,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2002,1/8/2002 11:35,SHR,NA,NA,SHR_2002-01-08 11:35:00,NA,NA,NA,NA,0.19,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/2002,1/16/2002 8:45,SHR,NA,NA,SHR_2002-01-16 08:45:00,NA,NA,NA,NA,0.24,9.7,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2002,1/24/2002 8:45,SHR,NA,NA,SHR_2002-01-24 08:45:00,NA,NA,NA,NA,0.35,8.7,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2002,1/29/2002 8:40,SHR,NA,NA,SHR_2002-01-29 08:40:00,NA,NA,NA,NA,0.4,8.5,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/2002,2/8/2002 8:49,SHR,NA,NA,SHR_2002-02-08 08:49:00,NA,NA,NA,NA,0.61,10.7,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2002,2/22/2002 8:30,SHR,NA,NA,SHR_2002-02-22 08:30:00,NA,NA,NA,NA,0.31,12.2,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/2002,3/5/2002 9:00,SHR,NA,NA,SHR_2002-03-05 09:00:00,NA,NA,NA,NA,0.66,11.9,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2002,3/6/2002 8:40,SHR,NA,NA,SHR_2002-03-06 08:40:00,NA,NA,NA,NA,0.68,11.7,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2002,3/21/2002 9:00,SHR,NA,NA,SHR_2002-03-21 09:00:00,NA,NA,NA,NA,0.77,13.1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2002,3/21/2002 9:42,SHR,NA,NA,SHR_2002-03-21 09:42:00,NA,NA,NA,NA,0.77,13.1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2002,4/3/2002 8:30,SHR,NA,NA,SHR_2002-04-03 08:30:00,NA,NA,NA,NA,1.95,16.7,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2002,4/3/2002 9:15,SHR,NA,NA,SHR_2002-04-03 09:15:00,NA,NA,NA,NA,1.95,16.7,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2002,4/5/2002 10:00,SHR,NA,NA,SHR_2002-04-05 10:00:00,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/2002,4/18/2002 9:25,SHR,NA,NA,SHR_2002-04-18 09:25:00,NA,NA,NA,NA,0.84,14.6,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/2/2002,5/2/2002 8:37,SHR,NA,NA,SHR_2002-05-02 08:37:00,NA,NA,NA,NA,0.85,15.6,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/2002,5/3/2002 9:00,SHR,NA,NA,SHR_2002-05-03 09:00:00,NA,NA,NA,NA,0.8,15.9,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2002,5/8/2002 8:25,SHR,NA,NA,SHR_2002-05-08 08:25:00,NA,NA,NA,NA,0.72,18.2,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/2002,5/16/2002 8:40,SHR,NA,NA,SHR_2002-05-16 08:40:00,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2002,5/24/2002 8:18,SHR,NA,NA,SHR_2002-05-24 08:18:00,NA,NA,NA,NA,NA,17.5,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/2002,5/30/2002 8:38,SHR,NA,NA,SHR_2002-05-30 08:38:00,NA,NA,NA,NA,0.69,21.8,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/2002,6/5/2002 8:47,SHR,NA,NA,SHR_2002-06-05 08:47:00,NA,NA,NA,NA,0.7,22.5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2002,6/11/2002 8:27,SHR,NA,NA,SHR_2002-06-11 08:27:00,NA,NA,NA,NA,0.54,19.4,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2002,6/19/2002 8:25,SHR,NA,NA,SHR_2002-06-19 08:25:00,NA,NA,NA,NA,0.65,21.7,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2003,1/3/2003 8:52,SHR,NA,NA,SHR_2003-01-03 08:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/2003,1/7/2003 10:00,SHR,NA,NA,SHR_2003-01-07 10:00:00,NA,NA,NA,NA,0.2,9.9,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/2003,1/10/2003 8:37,SHR,NA,NA,SHR_2003-01-10 08:37:00,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2003,1/13/2003 9:15,SHR,NA,NA,SHR_2003-01-13 09:15:00,NA,NA,NA,NA,0.13,10.8,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/2003,1/14/2003 9:15,SHR,NA,NA,SHR_2003-01-14 09:15:00,NA,NA,NA,NA,0.18,11,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/2003,1/17/2003 9:05,SHR,NA,NA,SHR_2003-01-17 09:05:00,NA,NA,NA,NA,0.15,12,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/2003,1/31/2003 9:40,SHR,NA,NA,SHR_2003-01-31 09:40:00,NA,NA,NA,NA,0.38,11.3,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/2003,2/4/2003 11:23,SHR,NA,NA,SHR_2003-02-04 11:23:00,NA,NA,NA,NA,0.37,10.8,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/2003,2/7/2003 8:46,SHR,NA,NA,SHR_2003-02-07 08:46:00,NA,NA,NA,NA,0.3,9.2,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
